Area_Name,Year,Group_Name,Acquitted,cases_Comp_or_Withdrawn,Arrested,Chargesheeted,Convicted,In_Custody/Bail_Beginning,In_Custody/Bail_Beginning.1,In_Custody/Bail_End, Released_Before_Trial,Trial_Completed,Under_Trial_Beginning,Total_Under_Trial
Kerala,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,3.0,16.0,4.0,3.0,3.0,23.0,0.0,0.0,25.0,122.0
Karnataka,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
Jharkhand,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Himachal Pradesh,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,91.0
Goa,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Daman & Diu,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2001.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2001.0,Sexual harassment,10.0,0.0,2.0,6.0,10.0,3.0,3.0,16.0,0.0,2.0,27.0,160.0
Delhi,2001.0,Molestation,206.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Dadra & Nagar Haveli,2001.0,Molestation,6.0,0.0,2.0,9.0,0.0,3.0,1.0,14.0,0.0,3.3333333333333335,11.0,20.0
Meghalaya,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,5.0
Mizoram,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2001.0,Dowry Deaths,8.0,0.0,4.0,6.0,8.0,2.0,0.0,7.0,0.0,2.0,17.0,23.0
Punjab,2001.0,Dowry Deaths,229.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Rajasthan,2001.0,Dowry Deaths,406.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Sikkim,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001.0,Dowry Deaths,417.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tripura,2001.0,Dowry Deaths,13.0,0.0,2.0,16.0,7.0,3.0,3.0,16.0,0.0,2.0,29.0,80.0
Uttar Pradesh,2001.0,Dowry Deaths,2296.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Uttarakhand,2001.0,Dowry Deaths,90.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
West Bengal,2001.0,Dowry Deaths,293.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
West Bengal,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2001.0,Dowry Deaths,1021.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Madhya Pradesh,2001.0,Dowry Deaths,905.3333333333334,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Lakshadweep,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2001.0,Dowry Deaths,37.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Bihar,2001.0,Dowry Deaths,903.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Chandigarh,2001.0,Dowry Deaths,9.0,0.0,2.0,7.0,4.0,0.0,0.0,19.0,0.0,2.0,25.0,32.0
Chhattisgarh,2001.0,Dowry Deaths,82.0,0.0,2.0,16.0,4.0,3.0,2.0,16.0,0.0,2.0,27.0,67.0
Dadra & Nagar Haveli,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,9.0,9.0
Daman & Diu,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2001.0,Dowry Deaths,51.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Gujarat,2001.0,Dowry Deaths,58.0,0.0,2.0,16.0,1.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Haryana,2001.0,Dowry Deaths,716.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Himachal Pradesh,2001.0,Dowry Deaths,8.0,0.0,2.0,12.0,0.0,5.0,3.0,16.0,0.0,2.0,27.0,86.0
Jammu & Kashmir,2001.0,Dowry Deaths,48.0,0.0,2.0,34.0,3.6666666666666665,3.0,3.0,34.0,0.0,2.0,51.0,85.0
Jharkhand,2001.0,Dowry Deaths,438.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Karnataka,2001.0,Dowry Deaths,358.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Kerala,2001.0,Dowry Deaths,15.0,0.0,2.0,16.0,9.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Goa,2001.0,Dowry Deaths,4.0,0.0,4.0,4.0,1.0,0.0,0.0,21.0,0.0,5.0,22.0,26.0
Tripura,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman & Nicobar Islands,2001.0,Molestation,2.0,0.0,2.0,27.0,0.0,3.0,4.0,16.0,0.0,2.0,27.0,99.0
Andhra Pradesh,2001.0,Molestation,2029.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Arunachal Pradesh,2001.0,Molestation,9.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Bihar,2001.0,Molestation,373.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Chandigarh,2001.0,Molestation,19.0,0.0,2.0,34.0,4.0,4.0,3.0,16.0,0.0,2.0,27.0,115.0
Chhattisgarh,2001.0,Molestation,387.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Andaman & Nicobar Islands,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2001.0,Molestation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Punjab,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2001.0,Sati Prevention Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2001.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2001.0,Dowry Deaths,734.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Karnataka,2001.0,Sexual harassment,29.0,0.0,2.0,16.0,4.0,5.0,4.0,16.0,0.0,2.0,27.0,67.0
Lakshadweep,2001.0,Sexual harassment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Maharashtra,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,0.0,27.0,67.0
Madhya Pradesh,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,0.0,16.0,0.0,0.0,27.0,67.0
Lakshadweep,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2001.0,Immoral Traffic (Prevention) Act,1959.3333333333333,0.0,0.0,16.0,4.0,3.0,3.0,16.0,0.0,0.0,27.0,67.0
Karnataka,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,2.0,16.0,4.0,3.0,3.0,14.0,0.0,2.0,27.0,67.0
Jharkhand,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,4.0
Jammu & Kashmir,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0
Himachal Pradesh,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,5.0,10.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0
Haryana,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,4.0,3.0,7.0,0.0,0.0,52.0,144.0
Gujarat,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,3.0,0.0,0.0,0.0,24.0,67.0
Goa,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,27.0,108.0
Delhi,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,3.0,16.0,0.0,0.0,54.0,67.0
Daman & Diu,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2001.0,Immoral Traffic (Prevention) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0
Mizoram,2004.6666666666667,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,24.0,13.0
Nagaland,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,1.0,1.0,0.6666666666666666,6.0,6.0,0.0,0.0,1.0,0.0
Odisha,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,0.0,9.0,0.0,0.0,54.0,67.0
Rajasthan,2007.3333333333333,Cruelty by Husband and Relatives,3155.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Sikkim,2001.0,Cruelty by Husband and Relatives,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001.0,Cruelty by Husband and Relatives,575.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tripura,2001.0,Cruelty by Husband and Relatives,98.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Uttar Pradesh,2001.0,Cruelty by Husband and Relatives,4313.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Uttarakhand,2001.0,Cruelty by Husband and Relatives,137.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
West Bengal,2001.0,Cruelty by Husband and Relatives,3675.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Chhattisgarh,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,36.0,4.0,5.0,0.0,0.0,0.0,4.0,6.0,6.0
West Bengal,2002.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,0.0,3.0,16.0,0.0,2.0,6.0,67.0
Uttar Pradesh,2001.0,Immoral Traffic (Prevention) Act,1957.6666666666667,0.0,0.0,16.0,4.0,3.0,6.0,20.0,0.0,0.0,27.0,67.0
Tripura,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,27.0,67.0
Punjab,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,7.0,3.0,16.0,0.0,0.0,16.0,102.0
Puducherry,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,27.0,28.0
Uttarakhand,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0
Chandigarh,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,9.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0,57.0
Bihar,2001.0,Immoral Traffic (Prevention) Act,1956.0,0.0,0.0,16.0,4.0,4.0,3.0,26.0,0.0,1.0,30.0,67.0
